REGION,FUEL,TIMESLICE,YEAR,VALUE
GLOBAL,ELCBGDXX02,S1D1,2023,0.052326
GLOBAL,ELCBGDXX02,S1D1,2024,0.052326
GLOBAL,ELCBGDXX02,S1D1,2025,0.052326
GLOBAL,ELCBGDXX02,S1D1,2026,0.052326
GLOBAL,ELCBGDXX02,S1D1,2027,0.052326
GLOBAL,ELCBGDXX02,S1D1,2028,0.052326
GLOBAL,ELCBGDXX02,S1D1,2029,0.052326
GLOBAL,ELCBGDXX02,S1D1,2030,0.052326
GLOBAL,ELCBGDXX02,S1D1,2031,0.052326
GLOBAL,ELCBGDXX02,S1D1,2032,0.052326
GLOBAL,ELCBGDXX02,S1D1,2033,0.052326
GLOBAL,ELCBGDXX02,S1D1,2034,0.052326
GLOBAL,ELCBGDXX02,S1D1,2035,0.052326
GLOBAL,ELCBGDXX02,S1D1,2036,0.052326
GLOBAL,ELCBGDXX02,S1D1,2037,0.052326
GLOBAL,ELCBGDXX02,S1D1,2038,0.052326
GLOBAL,ELCBGDXX02,S1D1,2039,0.052326
GLOBAL,ELCBGDXX02,S1D1,2040,0.052326
GLOBAL,ELCBGDXX02,S1D1,2041,0.052326
GLOBAL,ELCBGDXX02,S1D1,2042,0.052326
GLOBAL,ELCBGDXX02,S1D1,2043,0.052326
GLOBAL,ELCBGDXX02,S1D1,2044,0.052326
GLOBAL,ELCBGDXX02,S1D1,2045,0.052326
GLOBAL,ELCBGDXX02,S1D1,2046,0.052326
GLOBAL,ELCBGDXX02,S1D1,2047,0.052326
GLOBAL,ELCBGDXX02,S1D1,2048,0.052326
GLOBAL,ELCBGDXX02,S1D1,2049,0.052326
GLOBAL,ELCBGDXX02,S1D1,2050,0.052326
GLOBAL,ELCBGDXX02,S1D2,2023,0.107446
GLOBAL,ELCBGDXX02,S1D2,2024,0.107446
GLOBAL,ELCBGDXX02,S1D2,2025,0.107446
GLOBAL,ELCBGDXX02,S1D2,2026,0.107446
GLOBAL,ELCBGDXX02,S1D2,2027,0.107446
GLOBAL,ELCBGDXX02,S1D2,2028,0.107446
GLOBAL,ELCBGDXX02,S1D2,2029,0.107446
GLOBAL,ELCBGDXX02,S1D2,2030,0.107446
GLOBAL,ELCBGDXX02,S1D2,2031,0.107446
GLOBAL,ELCBGDXX02,S1D2,2032,0.107446
GLOBAL,ELCBGDXX02,S1D2,2033,0.107446
GLOBAL,ELCBGDXX02,S1D2,2034,0.107446
GLOBAL,ELCBGDXX02,S1D2,2035,0.107446
GLOBAL,ELCBGDXX02,S1D2,2036,0.107446
GLOBAL,ELCBGDXX02,S1D2,2037,0.107446
GLOBAL,ELCBGDXX02,S1D2,2038,0.107446
GLOBAL,ELCBGDXX02,S1D2,2039,0.107446
GLOBAL,ELCBGDXX02,S1D2,2040,0.107446
GLOBAL,ELCBGDXX02,S1D2,2041,0.107446
GLOBAL,ELCBGDXX02,S1D2,2042,0.107446
GLOBAL,ELCBGDXX02,S1D2,2043,0.107446
GLOBAL,ELCBGDXX02,S1D2,2044,0.107446
GLOBAL,ELCBGDXX02,S1D2,2045,0.107446
GLOBAL,ELCBGDXX02,S1D2,2046,0.107446
GLOBAL,ELCBGDXX02,S1D2,2047,0.107446
GLOBAL,ELCBGDXX02,S1D2,2048,0.107446
GLOBAL,ELCBGDXX02,S1D2,2049,0.107446
GLOBAL,ELCBGDXX02,S1D2,2050,0.107446
GLOBAL,ELCBGDXX02,S1D3,2023,0.032441
GLOBAL,ELCBGDXX02,S1D3,2024,0.032441
GLOBAL,ELCBGDXX02,S1D3,2025,0.032441
GLOBAL,ELCBGDXX02,S1D3,2026,0.032441
GLOBAL,ELCBGDXX02,S1D3,2027,0.032441
GLOBAL,ELCBGDXX02,S1D3,2028,0.032441
GLOBAL,ELCBGDXX02,S1D3,2029,0.032441
GLOBAL,ELCBGDXX02,S1D3,2030,0.032441
GLOBAL,ELCBGDXX02,S1D3,2031,0.032441
GLOBAL,ELCBGDXX02,S1D3,2032,0.032441
GLOBAL,ELCBGDXX02,S1D3,2033,0.032441
GLOBAL,ELCBGDXX02,S1D3,2034,0.032441
GLOBAL,ELCBGDXX02,S1D3,2035,0.032441
GLOBAL,ELCBGDXX02,S1D3,2036,0.032441
GLOBAL,ELCBGDXX02,S1D3,2037,0.032441
GLOBAL,ELCBGDXX02,S1D3,2038,0.032441
GLOBAL,ELCBGDXX02,S1D3,2039,0.032441
GLOBAL,ELCBGDXX02,S1D3,2040,0.032441
GLOBAL,ELCBGDXX02,S1D3,2041,0.032441
GLOBAL,ELCBGDXX02,S1D3,2042,0.032441
GLOBAL,ELCBGDXX02,S1D3,2043,0.032441
GLOBAL,ELCBGDXX02,S1D3,2044,0.032441
GLOBAL,ELCBGDXX02,S1D3,2045,0.032441
GLOBAL,ELCBGDXX02,S1D3,2046,0.032441
GLOBAL,ELCBGDXX02,S1D3,2047,0.032441
GLOBAL,ELCBGDXX02,S1D3,2048,0.032441
GLOBAL,ELCBGDXX02,S1D3,2049,0.032441
GLOBAL,ELCBGDXX02,S1D3,2050,0.032441
GLOBAL,ELCBGDXX02,S1D4,2023,0.021866
GLOBAL,ELCBGDXX02,S1D4,2024,0.021866
GLOBAL,ELCBGDXX02,S1D4,2025,0.021866
GLOBAL,ELCBGDXX02,S1D4,2026,0.021866
GLOBAL,ELCBGDXX02,S1D4,2027,0.021866
GLOBAL,ELCBGDXX02,S1D4,2028,0.021866
GLOBAL,ELCBGDXX02,S1D4,2029,0.021866
GLOBAL,ELCBGDXX02,S1D4,2030,0.021866
GLOBAL,ELCBGDXX02,S1D4,2031,0.021866
GLOBAL,ELCBGDXX02,S1D4,2032,0.021866
GLOBAL,ELCBGDXX02,S1D4,2033,0.021866
GLOBAL,ELCBGDXX02,S1D4,2034,0.021866
GLOBAL,ELCBGDXX02,S1D4,2035,0.021866
GLOBAL,ELCBGDXX02,S1D4,2036,0.021866
